CASE NUMBER,CRIME TYPE,INCIDENT DATE,STATUS,STREET,CITY,STATE
119H02011,ARMED ROBBERY,04-AUG-11,CAPTURED,2715 SPELLMAN,BALTIMORE,MD
115H01795,AGGRAVATED ASSAULT,04-AUG-11,CAPTURED,1113 GLEN EAGLE,BALTIMORE,MD
114H01585,ARMED ROBBERY,04-AUG-11,CAPTURED,4418 MARBLE HALL APT. 350,BALTIMORE,MD
119G14023,ARMED ROBBERY,29-JUL-11,CAPTURED,337 S. FULTON STREET,BALTIMORE,MD
119G13814,UNARMED ROBBERY,29-JUL-11,CAPTURED,4900 RITCHIE HWY,BALTIMORE,MD
118G13729,AGGRAVATED ASSAULT,29-JUL-11,CAPTURED,4139 MOUNTWOOD RD.,BALTIMORE,MD
116G13241,ARMED ROBBERY,28-JUL-11,CAPTURED,3301 W ROGERS,BALTIMORE,MD
116G13136,AGGRAVATED ASSAULT,27-JUL-11,CAPTURED,2821 BOARMAN,BALTIMORE,MD
112G12880,UNARMED ROBBERY,27-JUL-11,CAPTURED, 242 S. SPRING ST,BALTIMORE,MD
116G11308,ARMED ROBBERY,24-JUL-11,CAPTURED,500 S. BRUNSWICK,BALTIMORE,MD
119G07710,OTHER,23-JUL-11,CAPTURED,946 ARGONNE DRIVE APT 2,BALTIMORE,MD
112G10797,ARMED ROBBERY,23-JUL-11,CAPTURED,1736 N. BENTALOU,BALTIMORE,MD
114G10304,UNARMED ROBBERY,22-JUL-11,CAPTURED,5608 TRAMORE,BALTIMORE,MD
119G10302,OTHER,22-JUL-11,CAPTURED,2711 SPELLMAN ROAD APT A3,BALTIMORE,MD
115G09840,HOME INVASION,21-JUL-11,CAPTURED,3300 EASTERN AVENUE,BALTIMORE,MD
115G09840,HOME INVASION,21-JUL-11,CAPTURED,4215 THAYER,BALTIMORE,MD
119G10068,OTHER,19-JUL-11,CAPTURED,4820 O'DONNELL STREET,BALTIMORE,MD
118G08501,SHOOTING,18-JUL-11,CAPTURED,1901 DUKELAND,BALTIMORE,MD
117G07175,AGGRAVATED ASSAULT,15-JUL-11,CAPTURED,1518 N. PORT ST.,BALTIMORE,MD
116G06792,UNARMED ROBBERY,15-JUL-11,CAPTURED,1639 HOLBROOK STREET,BALTIMORE,MD
111G06169,UNARMED ROBBERY,13-JUL-11,CAPTURED,"2308 CALLOW DR, APT A",BALTIMORE,MD
119G5864,ARMED ROBBERY,13-JUL-11,CAPTURED,2019 EAGLE ST.,BALTIMORE,MD
118G05284,ARMED ROBBERY,12-JUL-11,CAPTURED,1007 HARTMONT RD,BALTIMORE,MD
118G05184,OTHER,11-JUL-11,CAPTURED,305 MARYDELL,BALTIMORE,MD
118G05184,ABDUCTION,11-JUL-11,CAPTURED,350 GWYNN,BALTIMORE,MD
11H0107,HOMICIDE,10-JUL-11,CAPTURED,1900 BROADWAY,BALTIMORE,MD
119G04443,OTHER,10-JUL-11,CAPTURED,4209 ELDONE RD.,BALTIMORE,MD
119G04392,UNARMED ROBBERY,09-JUL-11,CAPTURED,3343 LYNDALE AVE,BALTIMORE,MD
111G04285,OTHER,09-JUL-11,CAPTURED,2 LEMON GROVE,BALTIMORE,MD
118F10137,OTHER,06-JUL-11,CAPTURED,758 LINNARD,BALTIMORE,MD
116F14932,UNARMED ROBBERY,30-JUN-11,CAPTURED,3704 W. BELVEDERE,BALTIMORE,MD
112F14939,ABDUCTION,30-JUN-11,CAPTURED,2600 E. BALTIMORE,BALTIMORE,MD
116F12967,ARMED ROBBERY,27-JUN-11,CAPTURED,4509 NORTH ROGERS AVE,BALTIMORE,MD
112F12816,ARMED ROBBERY,26-JUN-11,CAPTURED,1701 CHERRY HILL ROAD,BALTIMORE,MD
111F12596,ARMED ROBBERY,26-JUN-11,CAPTURED,2861 GREENMOUNT AVE,BALTIMORE,MD
112F12501,AGGRAVATED ASSAULT,25-JUN-11,CAPTURED,28 N. CHESTER ST,BALTIMORE,MD
119F12830,OTHER,23-JUN-11,CAPTURED,1522 MELTON RD,BALTIMORE,MD
118F10970,ARMED ROBBERY,23-JUN-11,CAPTURED,2604 SPRINGHILL RD.,BALTIMORE,MD
113F10358,UNARMED ROBBERY,21-JUN-11,CAPTURED,619 N DECKER ST.,BALTIMORE,MD
114F10280,BURGLARY,21-JUN-11,CAPTURED,2800 DRUID HILL DRIVE,BALTIMORE,MD
112F9150,UNARMED ROBBERY,19-JUN-11,CAPTURED,108 S EDEN ST,BALTIMORE,MD
111F08900,OTHER,18-JUN-11,CAPTURED,301 LIGHT STREET,BALTIMORE,MD
117F07913,HOMICIDE,17-JUN-11,CAPTURED,903 MCALEER CT ,BALTIMORE,MD
114F07772,ARMED ROBBERY,16-JUN-11,CAPTURED,1570 WILLIAMS AVE,ESSEX,MD
119F01342,OTHER,16-JUN-11,CAPTURED,900 E. PATAPSACO,BALTIMORE,MD
113F06523,HOMICIDE,14-JUN-11,CAPTURED,400 PEMBERTON DR.,SALISBURY,MD
11F03169,RAPE,07-JUN-11,CAPTURED,1101 MCKEAN,BALTIMORE,MD
114F02963,OTHER,06-JUN-11,CAPTURED,3040 MAYFIELD,BALTIMORE,MD
119F2280,UNARMED ROBBERY,05-JUN-11,CAPTURED,827 CLINTWOOD,BALTIMORE,MD
117F01240,OTHER,04-JUN-11,CAPTURED,805 LENNOX ST.,BALTIMORE,MD
112F01598,UNARMED ROBBERY,03-JUN-11,CAPTURED,319 ROSSITER,BALTIMORE,MD
112E15404,HOMICIDE,31-MAY-11,CAPTURED,7000 CONELY RD,HYATTSVILLE,MD
112E15349,ARMED ROBBERY,30-MAY-11,CAPTURED,2718 ORLEANS ST.,BALTIMORE,MD
113E15040,UNARMED ROBBERY,30-MAY-11,CAPTURED,5817 BELAIR ROAD,BALTIMORE,MD
111E14991,ARMED ROBBERY,30-MAY-11,CAPTURED,8700 ROBERT FULTON DR.,COLUMBIA,MD
119E14976,ARMED ROBBERY,30-MAY-11,CAPTURED,1300  S. CAREY STREET,BALTIMORE,MD
119E14976,ARMED ROBBERY,30-MAY-11,CAPTURED,1416 WARD ST,BALTIMORE,MD
14305,ARMED ROBBERY,28-MAY-11,CAPTURED,2511 MOORE ST,BALTIMORE,MD
112E14027,ARMED ROBBERY,27-MAY-11,CAPTURED,1900 N WASHINGTON,BALTIMORE,MD
119E14193,RAPE,27-MAY-11,CAPTURED,2515 DALANEY STREET,BALTIMORE,MD
116B08312,OTHER,25-MAY-11,CAPTURED,3000 THORNDALE,BALTIMORE,MD
111E12048,OTHER,24-MAY-11,CAPTURED,1119  W. 41ST  ST.,BALTIMORE,MD
114E11331,UNARMED ROBBERY,23-MAY-11,CAPTURED,3300  E. BALTIMORE STREET,BALTIMORE,MD
119E11301,ARMED ROBBERY,22-MAY-11,CAPTURED,2663 SEAMON AVE.,BALTIMORE,MD
118E11313,ARMED ROBBERY,22-MAY-11,CAPTURED,106 VERNON AVE,BALTIMORE,MD
117E10875,OTHER,21-MAY-11,CAPTURED,4415 PIMLICO RD,BALTIMORE,MD
116E08814,SEX OFFENSE,17-MAY-11,CAPTURED,4920 DENMORE AVE,BALTIMORE,MD
114E08608,AGGRAVATED ASSAULT,16-MAY-11,CAPTURED,3600 BOSTON ST,BALTIMORE,MD
111E06862,ARMED ROBBERY,14-MAY-11,CAPTURED,2738 VIRGINIA AVE,BALTIMORE,MD
115E06267,SEX OFFENSE,13-MAY-11,CAPTURED,1143 HOMESTEAD,BALTIMORE,MD
114E05989,OTHER,12-MAY-11,CAPTURED,3500  SHANNON DRIVE,BALTIMORE,MD
116E01538,AGGRAVATED ASSAULT,12-MAY-11,CAPTURED,2216 ROSLYN AVE.,BALTIMORE,MD
117E05659,SHOOTING,11-MAY-11,CAPTURED,708 N. MILTON STREET,BALTIMORE,MD
114E04494,OTHER,10-MAY-11,CAPTURED,814 DARTMOUTH ROAD APT. C,BALTIMORE,MD
117E03443,BURGLARY,07-MAY-11,CAPTURED,3209 BELAIR ROAD,BALTIMORE,MD
112E03102,SHOOTING,06-MAY-11,CAPTURED,100 N. HIGHLAND,BALTIMORE,MD
111E2833,UNARMED ROBBERY,05-MAY-11,CAPTURED,200 N. PACA ST,BALTIMORE,MD
118E01754,UNARMED ROBBERY,04-MAY-11,CAPTURED,3301 WOODLAND AVE,BALTIMORE,MD
114E1801,ARMED ROBBERY,04-MAY-11,CAPTURED,5505 BOWLEYS LANE APT 3B,BALTIMORE,MD
116E01538,AGGRAVATED ASSAULT,04-MAY-11,CAPTURED,2216 ROSLYN AVE.,BALTIMORE,MD
113E01588,OTHER,04-MAY-11,CAPTURED,1040 N. STRICKER,BALTIMORE,MD
116E0949,SHOOTING,03-MAY-11,CAPTURED,1424 W. 9TH ST,BEAVER FALLS,PA
111D14748,ARMED ROBBERY,30-APR-11,CAPTURED,2800 KENT STREET,BALTIMORE,MD
119D14002,OTHER,29-APR-11,CAPTURED,432 FURROW ST,BALTIMORE,MD
119D13879,ARMED ROBBERY,29-APR-11,CAPTURED,325 WOODYEAR ST,BALTIMORE,MD
112D13167,SHOOTING,28-APR-11,CAPTURED,100 N. ASQUITH STREET,BALTIMORE,MD
118D13121,ARMED ROBBERY,27-APR-11,CAPTURED,319 YALE AVE,BALTIMORE,MD
111D12686,SEX OFFENSE,27-APR-11,CAPTURED,919 BENNETT PL,BALTIMORE,MD
113D13470,OTHER,27-APR-11,CAPTURED,4145 FAIRFAX,BALTIMORE,MD
114D11664,OTHER,25-APR-11,CAPTURED,4300 WOODLEA AVE,BALTIMORE,MD
117D11128,ABDUCTION,23-APR-11,CAPTURED,900 EXETER HALL,BALTIMORE,MD
117D10928,HOMICIDE,23-APR-11,CAPTURED,2100 GUILFORD,BALTIMORE,MD
119D10501,ARMED ROBBERY,22-APR-11,CAPTURED,1208 OAKHURST AVE,BALTIMORE,MD
114D09318,HOME INVASION,20-APR-11,CAPTURED,9221 HARVEST RUSH DRIVE,BALTIMORE,MD
113D8773,ARMED ROBBERY,19-APR-11,CAPTURED,729 N COLLINGTON,BALTIMORE,MD
111D08728,AGGRAVATED ASSAULT,18-APR-11,CAPTURED,4600 YORK RD.,BALTIMORE,MD
118D00537,OTHER,18-APR-11,CAPTURED,622 LINNARD AVE,BALTIMORE,MD
114D7700,HOME INVASION,16-APR-11,CAPTURED,218 EDGEWOOD,BALTIMORE,MD
112D7495,HOMICIDE,16-APR-11,CAPTURED,3510 CHESTERFIELD,BALTIMORE,MD
11-TD07200,ARMED ROBBERY,15-APR-11,CAPTURED,2330 CALVERTON HEIGHTS AVE,BALTIMORE,MD
11A1109,DOMESTIC VIOLENCE,13-APR-11,CAPTURED,614 HILLVIEW,BALTIMORE,MD
119D06361,ARMED ROBBERY,13-APR-11,CAPTURED,2629 SEAMON AVE,BALTIMORE,MD
119D5827,UNARMED ROBBERY,12-APR-11,CAPTURED,200 CHASE ST,BALTIMORE,MD
115D5792,SEX OFFENSE,12-APR-11,CAPTURED,320 LINDERA COURT,GLEN BURNIE,MD
112D3894,RAPE,11-APR-11,CAPTURED,3139 KEMET RD,CHESAPEAKE,VA
113D04868,HOMICIDE,11-APR-11,CAPTURED,1500 N. DURHAM,BALTIMORE,MD
118D4448,DOMESTIC VIOLENCE,10-APR-11,CAPTURED,206 W SARATOGA,BALTIMORE,MD
119D03986,ARMED ROBBERY,08-APR-11,CAPTURED,2900 LAKEBROOK CIR,BALTIMORE,MD
116B10685,OTHER,04-APR-11,CAPTURED,2844  FORREST GLEN,BALTIMORE,MD
118D01428,ARMED ROBBERY,04-APR-11,CAPTURED,2318 W. LEXINGTON,BALTIMORE,MD
118D01345,BURGLARY,03-APR-11,CAPTURED,6718 TOWNBROOK DR. APT B,BALTIMORE,MD
115D0881,ARMED ROBBERY,02-APR-11,CAPTURED,2003 E. HOFFMAN ST.,BALTIMORE,MD
115C13113,ARMED ROBBERY,27-MAR-11,CAPTURED,5600 THE ALAMEDA,BALTIMORE,MD
116C11849,DOMESTIC VIOLENCE,25-MAR-11,CAPTURED,1400 W. PATAPSCO AVE,BALTIMORE,MD
118D08700,RAPE,25-MAR-11,CAPTURED,115 SKYHILL DRIVE,BALTIMORE,MD
116C11794,OTHER,24-MAR-11,CAPTURED,536 NEW PITTSBURG,BALTIMORE,MD
118C11708,ARMED ROBBERY,24-MAR-11,CAPTURED,154 COLLINS,BALTIMORE,MD
114C11110,OTHER,23-MAR-11,CAPTURED,1120 W. FRANKLIN ST.,BALTIMORE,MD
116C10710,ARMED ROBBERY,22-MAR-11,CAPTURED,1000 W. LANVALE ST.,BALTIMORE,MD
118C09313,CARJACKING,20-MAR-11,CAPTURED,300 DALLAS COURT,BALTIMORE,MD
119C09087,ABDUCTION,19-MAR-11,CAPTURED,3833 ST VICTOR ST,BALTIMORE,MD
129C08688,HOMICIDE,18-MAR-11,CAPTURED,2401 W. BELVEDERE AVE,BALTIMORE,MD
117C08158,HOMICIDE,17-MAR-11,CAPTURED,8 BROADLEAF COURT,BALTIMORE,MD
113B11649,OTHER,17-MAR-11,CAPTURED,1001 N GAY ST..,BALTIMORE,MD
107K11009,OTHER,16-MAR-11,CAPTURED,401 EASTLYNN,BALTIMORE,MD
118C07112,UNARMED ROBBERY,15-MAR-11,CAPTURED,823 N. AUGUSTA,BALTIMORE,MD
118C06387,DOMESTIC VIOLENCE,14-MAR-11,CAPTURED,1116 POPLAR GROVE,BALTIMORE,MD
117C06374,ARMED ROBBERY,14-MAR-11,CAPTURED,1900 N. MONROE STREET,BALTIMORE,MD
118C05729,SEX OFFENSE,13-MAR-11,CAPTURED,1834 W. LOMBARD ST,BALTIMORE,MD
112C05281,SHOOTING,12-MAR-11,CAPTURED,2900 PARKWOOD AVE,BALTIMORE,MD
118C05913,OTHER,12-MAR-11,CAPTURED,125 S. PROSPECT AVE,CATONSVILLE,MD
115C5582,HOMICIDE,12-MAR-11,CAPTURED,1833 E. NORTH AVE,BALTIMORE,MD
109L01432,OTHER,11-MAR-11,CAPTURED,2416 SEABURY,BALTIMORE,MD
112C04770,OTHER,11-MAR-11,CAPTURED,3313 PATON AVE,BALTIMORE,MD
119C04680,SHOOTING,10-MAR-11,CAPTURED,2100 WINCHESTER,BALTIMORE,MD
114C03785,OTHER,09-MAR-11,CAPTURED,627 DUMBARTON AVE,BALTIMORE,MD
116C8743,UNARMED ROBBERY,08-MAR-11,CAPTURED,226 S. BROADWAY,BALTIMORE,MD
115C02648,AGGRAVATED ASSAULT,06-MAR-11,CAPTURED,400 W. FRANKLIN,BALTIMORE,MD
101L05942,OTHER,04-MAR-11,CAPTURED,7766 MAYFAIR COURT,BALTIMORE,MD
119C0666,AGGRAVATED ASSAULT,02-MAR-11,CAPTURED,4211 FREDERICK AVE,BALTIMORE,MD
W188596,HOMICIDE,28-FEB-11,CAPTURED,4402 FRANCONIA,BALTIMORE,MD
117C00609,DOMESTIC VIOLENCE,28-FEB-11,CAPTURED,1418 N. MOUNT STREET,BALTIMORE,MD
116B10528,ARMED ROBBERY,25-FEB-11,CAPTURED,6307 HARFORD RD,BALTIMORE,MD
105K08819,OTHER,24-FEB-11,CAPTURED,831 W. 35TH STREET,BALTIMORE,MD
11DV68665,ARMED ROBBERY,23-FEB-11,CAPTURED,2734 BRENDAN AVE.,BALTIMORE,MD
113B06786,AGGRAVATED ASSAULT,17-FEB-11,CAPTURED,1051 HILLEN STREET,BALTIMORE,MD
112B06716,CARJACKING,16-FEB-11,CAPTURED,210 HERRING CT.,BALTIMORE,MD
119B6038,HOMICIDE,15-FEB-11,CAPTURED,2701 PORT COVINTON DR.,BALTIMORE,MD
115B04992,ARMED ROBBERY,12-FEB-11,CAPTURED,7513 MURRAY HILL RD,BALTIMORE,MD
114E15659,OTHER,11-FEB-11,CAPTURED,7938 EASTERN,BALTIMORE,MD
111B4013,BURGLARY,10-FEB-11,CAPTURED,601 N. WOLF  ST.,BALTIMORE,MD
114B02412,ARMED ROBBERY,06-FEB-11,CAPTURED,5912 BALTIMORE NATIONAL PIKE,BALTIMORE,MD
111B1303,ARMED ROBBERY,03-FEB-11,CAPTURED,900 PENNSYLVANIA AVE,BALTIMORE,MD
114B00364,UNARMED ROBBERY,02-FEB-11,CAPTURED,6510 FRANKFORD AVE,BALTIMORE,MD
118B00574,ARMED ROBBERY,02-FEB-11,CAPTURED,1113 LYNDHURST,BALTIMORE,MD
114B00021,ARMED ROBBERY,01-FEB-11,CAPTURED,2731 PARKWOOD,BALTIMORE,MD
102I13733,WITNESS LOCATION,31-JAN-11,CAPTURED,"6401 PULASKI, ROOM 151",BALTIMORE,MD
118A11179,SHOOTING,30-JAN-11,CAPTURED,314 S. MOUNT ST,BALTIMORE,MD
117A10922,ABDUCTION,29-JAN-11,CAPTURED,1833 WALBROOK,BALTIMORE,MD
119A10665,HOMICIDE,28-JAN-11,CAPTURED,9 GERARD AVE,BALTIMORE,MD
116A10440,ARMED ROBBERY,28-JAN-11,CAPTURED,2223 DUKELAND,BALTIMORE,MD
118A10422,ARMED ROBBERY,28-JAN-11,CAPTURED,2148 VINE ST,BALTIMORE,MD
113A10411,ARMED ROBBERY,27-JAN-11,CAPTURED,609 GEORGE APT. 303,BALTIMORE,MD
116A09346,AGGRAVATED ASSAULT,24-JAN-11,CAPTURED,1600 PRESSER CT,BALTIMORE,MD
119A09051,OTHER,24-JAN-11,CAPTURED,2813 PRESBURY ST,BALTIMORE,MD
119A09028,ARMED ROBBERY,24-JAN-11,CAPTURED,2900  CARVER RD.,BALTIMORE,MD
114A8668,ARMED ROBBERY,22-JAN-11,CAPTURED,3231 BRANDON,BALTIMORE,MD
112A8577,ARMED ROBBERY,22-JAN-11,CAPTURED,1004 APPLETON,BALTIMORE,MD
114A8389,BURGLARY,22-JAN-11,CAPTURED,3200 KENYON,BALTIMORE,MD
111A08458,OTHER,22-JAN-11,CAPTURED,1001 ELMCROFT ROCK BLVD.,BALTIMORE,MD
112A8381,UNARMED ROBBERY,22-JAN-11,CAPTURED,157 N. STREEPER ST.,BALTIMORE,MD
119A08302,ARMED ROBBERY,21-JAN-11,CAPTURED,6636 WASHINGTON BLVD,BALTIMORE,MD
114A07888,ARMED ROBBERY,20-JAN-11,CAPTURED,3105 BRENDON AVE,BALTIMORE,MD
112A7416,UNARMED ROBBERY,19-JAN-11,CAPTURED,218 BELNORD,BALTIMORE,MD
117A07434,ABDUCTION,19-JAN-11,CAPTURED,8606 BANNER CT,BALTIMORE,MD
114A7145,OTHER,19-JAN-11,CAPTURED,3922 NOYES CIRCLE APT. 204,BALTIMORE,MD
117A06907,DOMESTIC VIOLENCE,18-JAN-11,CAPTURED,76 WINDY FALLS WAY,BALTIMORE,MD
111A16182,RAPE,17-JAN-11,CAPTURED,406 E. 20TH ST,BALTIMORE,MD
922C20435,OTHER,13-JAN-11,CAPTURED,7708 WEBSTER PLACE,FORT WASHINGTON,MD
118A4368,ARMED ROBBERY,11-JAN-11,CAPTURED,810 LYNDHURST AVE,BALTIMORE,MD
101H04991,OTHER,10-JAN-11,CAPTURED,55 MARKET PLACE,BALTIMORE,MD
117A03559,HOMICIDE,09-JAN-11,CAPTURED,1102 APPLETON,BALTIMORE,MD
118A03480,HOME INVASION,09-JAN-11,CAPTURED,8068 PRELUDE AVE,BALTIMORE,MD
118A03480,HOME INVASION,09-JAN-11,CAPTURED,8068 PRELUDE AVE,BALTIMORE,MD
118A03480,HOME INVASION,09-JAN-11,CAPTURED,8068 PRELUDE AVE,BALTIMORE,MD
111A02837,AGGRAVATED ASSAULT,07-JAN-11,CAPTURED,5808 EURITH AVE,BALTIMORE,MD
114A02247,OTHER,06-JAN-11,CAPTURED,4110 ETHLAND,BALTIMORE,MD
114A02247,OTHER,06-JAN-11,CAPTURED,1935 E. NORTH AVE,BALTIMORE,MD
069D11188,OTHER,06-JAN-11,CAPTURED,7632 MUNCY RD,BALTIMORE,MD
114A01198,CARJACKING,04-JAN-11,CAPTURED,6000 HILLEN ROAD,BALTIMORE,MD
097I09294,OTHER,03-JAN-11,CAPTURED,3211 PINE ST NW,WASHINGTON,DC
105L09099,OTHER,03-JAN-11,CAPTURED,639 N. ROSEDALE,BALTIMORE,MD
119A00728,ARMED ROBBERY,02-JAN-11,CAPTURED,1022 BETHUNE ROAD,BALTIMORE,MD
116A00329,HOME INVASION,01-JAN-11,CAPTURED,4413 N. CHARLES ST.,BALTIMORE,MD
106L10695,OTHER,28-DEC-10,CAPTURED,3028 E. BALTIMORE STREET,BALTIMORE,MD
105L10559,OTHER,28-DEC-10,CAPTURED,725 DEEPDENE,BALTIMORE,MD
109L09372,UNARMED ROBBERY,24-DEC-10,CAPTURED,900 HONAKER AVE,BALTIMORE,MD
105L08872,ARMED ROBBERY,22-DEC-10,CAPTURED,2823 FOREST GLEN RD,BALTIMORE,MD
085D12749,OTHER,22-DEC-10,CAPTURED,300  E. BALTIMORE STREET,BALTIMORE,MD
102L08487,HOMICIDE,22-DEC-10,CAPTURED,4317 SINCLAIR LANE,BALTIMORE,MD
102L8487,HOMICIDE,22-DEC-10,CAPTURED,6709 BEECH AVE,BALTIMORE,MD
104L07628,OTHER,19-DEC-10,CAPTURED, 2601 PERRING MANOR ROAD APT. L,BALTIMORE,MD
105L07324,HOMICIDE,19-DEC-10,CAPTURED,1100  AISQUITH AVE,BALTIMORE,MD
108L05686,OTHER,17-DEC-10,CAPTURED,807 N. MONROE,BALTIMORE,MD
109L06421,ARMED ROBBERY,16-DEC-10,CAPTURED,91 BOND STREET,WESTMINSTER,MD
102L06143,HOME INVASION,15-DEC-10,CAPTURED,334 EAST AVE,BALTIMORE,MD
107L04699,CARJACKING,12-DEC-10,CAPTURED,3602 ELMORA AVE,BALTIMORE,MD
107L04608,ARMED ROBBERY,11-DEC-10,CAPTURED,2524 BOARMAN,BALTIMORE,MD
102L4333,UNARMED ROBBERY,11-DEC-10,CAPTURED,838 CLINTWOOD CT,BALTIMORE,MD
103L4265,ARMED ROBBERY,11-DEC-10,CAPTURED,3602 ELMORA,BALTIMORE,MD
109L4066,OTHER,10-DEC-10,CAPTURED,3611 BROOKLYN,BALTIMORE,MD
10TL03796,ARMED ROBBERY,10-DEC-10,CAPTURED,1135 HOLLEN RD,BALTIMORE,MD
108L3235,HOMICIDE,08-DEC-10,CAPTURED,2401 TIONES RD,BALTIMORE,MD
101L03231,OTHER,08-DEC-10,CAPTURED,2404 ELSINORE,BALTIMORE,MD
101L3231,CARJACKING,08-DEC-10,CAPTURED,534 HOFFMAN,BALTIMORE,MD
109L02227,BURGLARY,06-DEC-10,CAPTURED,1110 W. PRATT ST,BALTIMORE,MD
108L00357,CARJACKING,01-DEC-10,CAPTURED,4603 LANIER  ,BALTIMORE,MD
108K12603,UNARMED ROBBERY,30-NOV-10,CAPTURED,1569 INGLESIDE AVE,BALTIMORE,MD
104K12531,UNARMED ROBBERY,30-NOV-10,CAPTURED,3200 BELAIR RD.,BALTIMORE,MD
108K11418,OTHER,27-NOV-10,CAPTURED,903 W. LOMBARD,BALTIMORE,MD
107K11009,OTHER,26-NOV-10,CAPTURED,1900 NORTH PAYSON ST,BALTIMORE,MD
103K10801,DOMESTIC VIOLENCE,26-NOV-10,CAPTURED,"4931 TODD AVE, APT J",BALTIMORE,MD
108J04037,OTHER,22-NOV-10,CAPTURED,1533 W. BALTIMORE STREET,BALTIMORE,MD
108J04037,OTHER,22-NOV-10,CAPTURED,1533 W. BALTIMORE STREET,BALTIMORE,MD
105K05312,ARMED ROBBERY,22-NOV-10,CAPTURED,702 WILSBY,BALTIMORE,MD
108K8499,RAPE,20-NOV-10,CAPTURED, 8000 MURRAY HILL DRIVE,FORT WASHINGTON,MD
108K8367,ARMED ROBBERY,19-NOV-10,CAPTURED,2536 EDGECOMB CIRCLE NORTH,BALTIMORE,MD
10A3828,OTHER,19-NOV-10,CAPTURED,3311 OLD FORREST ROAD,BALTIMORE,MD
10TK7837,UNARMED ROBBERY,18-NOV-10,CAPTURED,2316 BRADDISH AVE,BALTIMORE,MD
102K3921,UNARMED ROBBERY,15-NOV-10,CAPTURED,6403 ERDMAN AVE,BALTIMORE,MD
104K05886,OTHER,14-NOV-10,CAPTURED,5113 ARDMORE,BALTIMORE,MD
108K05871,OTHER,14-NOV-10,CAPTURED,1100 POPLAR GROVE,BALTIMORE,MD
109J2160,HOMICIDE,13-NOV-10,CAPTURED,"1511 CARSWELL, 1ST FLOOR",BALTIMORE,MD
105K04329,OTHER,10-NOV-10,CAPTURED,1401 E. OLIVER STREET APT.B7,BALTIMORE,MD
105K04329,OTHER,10-NOV-10,CAPTURED,1618 N. SMALLWOOD STREET,BALTIMORE,MD
102K03276,MISSING PERSON,09-NOV-10,CAPTURED,9002 BROOK RD,GLEN ALLEN,VA
105K3463,ARMED ROBBERY,08-NOV-10,CAPTURED,4200 IVANHOE AVE.,BALTIMORE,MD
094I07596,OTHER,06-NOV-10,CAPTURED,200 S CATHERINE,BALTIMORE,MD
101G99999,OTHER,05-NOV-10,CAPTURED, 8729 LOCHBEND DRIVE,BALTIMORE,MD
102K01695,UNARMED ROBBERY,04-NOV-10,CAPTURED,1551 N. WOODYEAR AVE,BALTIMORE,MD
106K01031,OTHER,04-NOV-10,CAPTURED,8051 SOLLEY RD,BALTIMORE,MD
106I06054,OTHER,04-NOV-10,CAPTURED,2027 BRADDISH AVE,BALTIMORE,MD
099J14063,OTHER,04-NOV-10,CAPTURED,4904 CURTIS AVE,BALTIMORE,MD
099J14063,OTHER,04-NOV-10,CAPTURED,808 REGIS COURT,BALTIMORE,MD
109K01331,HOMICIDE,04-NOV-10,CAPTURED,2118 W. FAYETTE,BALTIMORE,MD
102K00912,AGGRAVATED ASSAULT,03-NOV-10,CAPTURED,535 WYANOKE AVE,BALTIMORE,MD
108I01029,OTHER,03-NOV-10,CAPTURED,955 BENNETT PL.,BALTIMORE,MD
107K00605,ARMED ROBBERY,02-NOV-10,CAPTURED,5846 BELAIR RD,BALTIMORE,MD
107K00321,AGGRAVATED ASSAULT,01-NOV-10,CAPTURED,1145 WARD STREET,BALTIMORE,MD
108J13092,SHOOTING,29-OCT-10,CAPTURED,32 SHADY NOOK DRIVE,CATONSVILLE,MD
10R2684,UNARMED ROBBERY,27-OCT-10,CAPTURED,1500 N. SMALLWOOD,BALTIMORE,MD
103J11515,DOMESTIC VIOLENCE,26-OCT-10,CAPTURED,4145 MARIBAN COURT,BALTIMORE,MD
109J10320,OTHER,24-OCT-10,CAPTURED,100 SUNBAR CT,BALTIMORE,MD
107J10177,ARMED ROBBERY,23-OCT-10,CAPTURED,623 N PULASKI ST,BALTIMORE,MD
107J08505,ARMED ROBBERY,19-OCT-10,CAPTURED,1801 RUXTON AVE,BALTIMORE,MD
103H06587,OTHER,19-OCT-10,CAPTURED,46 SOLAR CIRCLE APT. K,BALTIMORE,MD
103J08056,ARMED ROBBERY,19-OCT-10,CAPTURED,2502 E. MADISON STREET,BALTIMORE,MD
107J07389,SHOOTING,17-OCT-10,CAPTURED,2200 FULTON AVENUE,BALTIMORE,MD
107J06798,UNARMED ROBBERY,16-OCT-10,CAPTURED,304 N. HOWARD ST,BALTIMORE,MD
102J6610,SHOOTING,15-OCT-10,CAPTURED,6217 SHIPVIEW WAY,BALTIMORE,MD
101J05575,ARMED ROBBERY,13-OCT-10,CAPTURED,3607 MT. PLEASANT STREET,BALTIMORE,MD
107J05309,AGGRAVATED ASSAULT,12-OCT-10,CAPTURED,5281 REISTERSTOWN,BALTIMORE,MD
108I1591,OTHER,11-OCT-10,CAPTURED,600 BROADWAY,BALTIMORE,MD
108J04037,HOMICIDE,09-OCT-10,CAPTURED,1533 W. BALTIMORE STREET,BALTIMORE,MD
108J04037,HOMICIDE,09-OCT-10,CAPTURED,1533 W. BALTIMORE STREET,BALTIMORE,MD
