CASE NUMBER,CRIME TYPE,INCIDENT DATE,STATUS,STREET,CITY,STATE,Full Address,Latitude,Longitude
147D05932,ARMED ROBBERY,13-Apr-14,CAPTURED,2115 WALBROOK,BALTIMORE,MD,2115 WALBROOK BALTIMORE MD ,39.3105471,-76.6518607
149D05961,RAPE,13-Apr-14,CAPTURED,300 N. CHARLES STREET,BALTIMORE,MD,300 N. CHARLES STREET BALTIMORE MD ,39.2924825,-76.6155135
148D05416,ARMED ROBBERY,12-Apr-14,CAPTURED,1110 ST AGNES LANE,BALTIMORE,MD,1110 ST AGNES LANE BALTIMORE MD ,39.294979,-76.717513
144D03382,UNARMED ROBBERY,8-Apr-14,CAPTURED,300 S. GILMORE ST,BALTIMORE,MD,300 S. GILMORE ST BALTIMORE MD ,39.2842778,-76.6423628
149C06388,AGGRAVATED ASSAULT,7-Apr-14,CAPTURED,7808 PULASKI HWY,BALTIMORE,MD,7808 PULASKI HWY BALTIMORE MD ,39.3168413,-76.5172094
144D02534,HOMICIDE,6-Apr-14,CAPTURED,1100 E. EAGER ST,BALTIMORE,MD,1100 E. EAGER ST BALTIMORE MD ,39.301542,-76.602728
146D02024,AGGRAVATED ASSAULT,4-Apr-14,CAPTURED,5913 YORK ROAD,BALTIMORE,MD,5913 YORK ROAD BALTIMORE MD ,39.3644833,-76.609551
149D00099,DOMESTIC VIOLENCE,1-Apr-14,CAPTURED,5004 GOODNOW RD.,BALTIMORE,MD,5004 GOODNOW RD. BALTIMORE MD ,39.326936,-76.5467255
141C13270,UNARMED ROBBERY,31-Mar-14,CAPTURED,318 E. 22ND STREET,BALTIMORE,MD,318 E. 22ND STREET BALTIMORE MD ,39.314583,-76.6120629
147C12925,ARMED ROBBERY,31-Mar-14,CAPTURED,2572 HOLLINS STREET,BALTIMORE,MD,2572 HOLLINS STREET BALTIMORE MD ,39.286897,-76.6581304
142C12431,RAPE,29-Mar-14,CAPTURED,100 N. CURLEY ST,BALTIMORE,MD,100 N. CURLEY ST BALTIMORE MD ,39.2934819,-76.575725
144C11527,AGGRAVATED ASSAULT,27-Mar-14,CAPTURED,5864 BELAIR RD,BALTIMORE,MD,5864 BELAIR RD BALTIMORE MD ,39.3451989,-76.5419319
142C00119,HOMICIDE,27-Mar-14,CAPTURED,1900 THANMES STREET,BALTIMORE,MD,1900 THANMES STREET BALTIMORE MD ,39.282288,-76.589079
149C10683,HOMICIDE,25-Mar-14,CAPTURED,4800 THE ALAMEDA,BALTIMORE,MD,4800 THE ALAMEDA BALTIMORE MD ,39.3462508,-76.5995348
145C08743,CHILD ABUSE,24-Mar-14,CAPTURED,3905 HOLLINS FERRY RD,BALTIMORE,MD,3905 HOLLINS FERRY RD BALTIMORE MD ,39.2423467,-76.649461
144C09862,DOMESTIC VIOLENCE,24-Mar-14,CAPTURED,4000 LYNDALE AVE,BALTIMORE,MD,4000 LYNDALE AVE BALTIMORE MD ,39.3188898,-76.5596962
145C09337,UNARMED ROBBERY,22-Mar-14,CAPTURED,1927 N. COLLINGTON AVE,BALTIMORE,MD,1927 N. COLLINGTON AVE BALTIMORE MD ,39.3133594,-76.5873024
147C08975,AGGRAVATED ASSAULT,22-Mar-14,CAPTURED,5801 BALTIMORE NATIONAL PIKE,BALTIMORE,MD,5801 BALTIMORE NATIONAL PIKE BALTIMORE MD ,39.2866658,-76.7347252
145C08552,ARMED ROBBERY,21-Mar-14,CAPTURED,3426 KESWICK ROAD,BALTIMORE,MD,3426 KESWICK ROAD BALTIMORE MD ,39.3293825,-76.6281308
147C07999,ARMED ROBBERY,19-Mar-14,CAPTURED,2839 N. CALVERT ST,BALTIMORE,MD,2839 N. CALVERT ST BALTIMORE MD ,39.3230469,-76.6142462
143C06647,AGGRAVATED ASSAULT,16-Mar-14,CAPTURED,1229 GREENMOUNT,BALTIMORE,MD,1229 GREENMOUNT BALTIMORE MD ,39.3044716,-76.6078861
144C05905,SHOOTING,14-Mar-14,CAPTURED,4221 SHELDON AVE,BALTIMORE,MD,4221 SHELDON AVE BALTIMORE MD ,39.3281345,-76.5643205
143C05824,SHOOTING,14-Mar-14,CAPTURED,2807 OAKLEY AVE,BALTIMORE,MD,2807 OAKLEY AVE BALTIMORE MD ,39.3486918,-76.6663835
143C05824,SHOOTING,14-Mar-14,CAPTURED,3905 PENHURST AVE,BALTIMORE,MD,3905 PENHURST AVE BALTIMORE MD ,39.3384928,-76.6819328
143C05824,SHOOTING,14-Mar-14,CAPTURED,848 CHISHOLM AVE,BALTIMORE,MD,848 CHISHOLM AVE BALTIMORE MD ,39.1110783,-76.7272809
143C05660,OTHER,14-Mar-14,CAPTURED,1300 E. FAYETTE ST,BALTIMORE,MD,1300 E. FAYETTE ST BALTIMORE MD ,39.2929626,-76.5993829
143C05824,SHOOTING,14-Mar-14,CAPTURED,2406 ROSLYN AVE,BALTIMORE,MD,2406 ROSLYN AVE BALTIMORE MD ,39.3157785,-76.6784257
131K06154,UNARMED ROBBERY,12-Mar-14,CAPTURED,1654 WHITEHEAD COURT,BALTIMORE,MD,1654 WHITEHEAD COURT BALTIMORE MD ,39.3105582,-76.7423643
144C04578,SHOOTING,12-Mar-14,CAPTURED,7926 31ST ST.,ROSEDALE,MD,7926 31ST ST. ROSEDALE MD ,39.3251621,-76.5193448
149C04570,ARMED ROBBERY,12-Mar-14,CAPTURED,2653 SEAMON DR.,BALTIMORE,MD,2653 SEAMON DR. BALTIMORE MD ,39.2537412,-76.622071
149C00882,AGGRAVATED ASSAULT,11-Mar-14,CAPTURED,4604 PRUDENCE STREET APT 2,BALTIMORE,MD,4604 PRUDENCE STREET APT 2 BALTIMORE MD ,39.2240465,-76.5917124
149C00882,AGGRAVATED ASSAULT,11-Mar-14,CAPTURED,4606 PRUDENCE STREET APT 2,BALTIMORE,MD,4606 PRUDENCE STREET APT 2 BALTIMORE MD ,39.2240499,-76.5916925
142C04237,UNARMED ROBBERY,11-Mar-14,CAPTURED,2529 ASHTON STREET,BALTIMORE,MD,2529 ASHTON STREET BALTIMORE MD ,39.2801562,-76.6558852
148C04297,ARMED ROBBERY,11-Mar-14,CAPTURED,11155 DOLFIELD BLVD,BALTIMORE,MD,11155 DOLFIELD BLVD BALTIMORE MD ,39.416875,-76.8097008
145C03920,UNARMED ROBBERY,10-Mar-14,CAPTURED,318 E. 22ND ST APT 2,BALTIMORE,MD,318 E. 22ND ST APT 2 BALTIMORE MD ,39.314583,-76.6120629
149C03875,SHOOTING,10-Mar-14,CAPTURED,309 S. FRANKLINTOWN RD,BALTIMORE,MD,309 S. FRANKLINTOWN RD BALTIMORE MD ,39.2833653,-76.6574118
148C02457,HOMICIDE,10-Mar-14,CAPTURED,3021 PRESSTMAN ST,BALTIMORE,MD,3021 PRESSTMAN ST BALTIMORE MD ,39.3042687,-76.6681647
143C03169,HOMICIDE,8-Mar-14,CAPTURED,200 N BOND STREET,BALTIMORE,MD,200 N BOND STREET BALTIMORE MD ,39.293994,-76.595761
148A12333,HOMICIDE,7-Mar-14,CAPTURED,2422 ANNOR CT,BALTIMORE,MD,2422 ANNOR CT BALTIMORE MD ,39.2617898,-76.6414611
148C02142,AGGRAVATED ASSAULT,6-Mar-14,CAPTURED,1401 BLOOMFIELD RD,BALTIMORE,MD,1401 BLOOMFIELD RD BALTIMORE MD ,39.2626776,-76.6670902
147C01903,ARMED ROBBERY,6-Mar-14,CAPTURED,4712 GREENSPRING AVE,BALTIMORE,MD,4712 GREENSPRING AVE BALTIMORE MD ,39.345263,-76.6598653
146D03135,BURGLARY,5-Mar-14,CAPTURED,638 REALM CT. ODENTON,BALTIMORE,MD,638 REALM CT. ODENTON BALTIMORE MD ,39.0788085,-76.7059895
143C01008,AGGRAVATED ASSAULT,4-Mar-14,CAPTURED,401 E. 25TH STREET,BALTIMORE,MD,401 E. 25TH STREET BALTIMORE MD ,39.3178211,-76.61094
149C00702,ARMED ROBBERY,2-Mar-14,CAPTURED,3452 SPELLMAN ROAD,BALTIMORE,MD,3452 SPELLMAN ROAD BALTIMORE MD ,39.2424665,-76.6255502
146D06724,SEX OFFENSE,2-Mar-14,CAPTURED,6000 BOLLONA AVE,BALTIMORE,MD,6000 BOLLONA AVE BALTIMORE MD ,39.363969,-76.6158459
141C00534,ARMED ROBBERY,2-Mar-14,CAPTURED,2018 W. NORTH AVE,BALTIMORE,MD,2018 W. NORTH AVE BALTIMORE MD ,39.3099092,-76.6506314
141C00317,SHOOTING,1-Mar-14,CAPTURED,1500 SHIELDS PLACE,BALTIMORE,MD,1500 SHIELDS PLACE BALTIMORE MD ,39.3008921,-76.6342001
142C00014,HOME INVASION,1-Mar-14,CAPTURED,401 N. KENWOOD,BALTIMORE,MD,401 N. KENWOOD BALTIMORE MD ,39.2959202,-76.5776396
142B10568,UNARMED ROBBERY,27-Feb-14,CAPTURED,1227 N. BENTALOU ST,BALTIMORE,MD,1227 N. BENTALOU ST BALTIMORE MD ,39.3026717,-76.6534219
146B10467,UNARMED ROBBERY,26-Feb-14,CAPTURED,2407 LOYOLA NORTHWAY APT 302,BALTIMORE,MD,2407 LOYOLA NORTHWAY APT 302 BALTIMORE MD ,39.339821,-76.6596355
143B10398,AGGRAVATED ASSAULT,26-Feb-14,CAPTURED,722 N. GRANTLEY ST,BALTIMORE,MD,722 N. GRANTLEY ST BALTIMORE MD ,39.2959792,-76.6771513
144B10393,UNARMED ROBBERY,26-Feb-14,CAPTURED,3416 GARRISON BLVD,BALTIMORE,MD,3416 GARRISON BLVD BALTIMORE MD ,39.3289518,-76.6827343
147B10330,SHOOTING,26-Feb-14,CAPTURED,831 BARRE ST,BALTIMORE,MD,831 BARRE ST BALTIMORE MD ,39.2818394,-76.6272492
149B04793,AGGRAVATED ASSAULT,26-Feb-14,CAPTURED,2303 WHITTIER AVE,BALTIMORE,MD,2303 WHITTIER AVE BALTIMORE MD ,39.3162165,-76.6477553
124D06775,OTHER,25-Feb-14,CAPTURED,5000 E. MONUMENT ST,BALTIMORE,MD,5000 E. MONUMENT ST BALTIMORE MD ,39.300627,-76.5554942
147B09397,ARMED ROBBERY,24-Feb-14,CAPTURED,8723 LOCH BEND RD APT138,BALTIMORE,MD,8723 LOCH BEND RD APT138 BALTIMORE MD ,39.3987185,-76.5626687
148B09208,ARMED ROBBERY,23-Feb-14,CAPTURED,3622 EDMONDSON AVE,BALTIMORE,MD,3622 EDMONDSON AVE BALTIMORE MD ,39.2942093,-76.6782019
132H09550,SHOOTING,21-Feb-14,CAPTURED,919 HOLGATE APT L,BALTIMORE,MD,919 HOLGATE APT L BALTIMORE MD ,39.2903848,-76.6121893
146B08257,BURGLARY,21-Feb-14,CAPTURED,7202 BRECKENRIDGE STREET,LAUREL,MD,7202 BRECKENRIDGE STREET LAUREL MD ,39.0956859,-76.8807322
142B08210,OTHER,21-Feb-14,CAPTURED,2300 EUTAW,BALTIMORE,MD,2300 EUTAW BALTIMORE MD ,39.3116755,-76.6355941
142B08210,OTHER,21-Feb-14,CAPTURED,2300 EUTAW,BALTIMORE,MD,2300 EUTAW BALTIMORE MD ,39.3116755,-76.6355941
149B08054,ARMED ROBBERY,21-Feb-14,CAPTURED,352 S. SMALLWOOD AVE,BALTIMORE,MD,352 S. SMALLWOOD AVE BALTIMORE MD ,39.2830983,-76.6513448
144B07965,AGGRAVATED ASSAULT,20-Feb-14,CAPTURED,5600 THE ALAMEDA,BALTIMORE,MD,5600 THE ALAMEDA BALTIMORE MD ,39.3581866,-76.5962292
141B06995,ARMED ROBBERY,18-Feb-14,CAPTURED,547 DOLPHIN ST,BALTIMORE,MD,547 DOLPHIN ST BALTIMORE MD ,39.2999577,-76.6287863
144B06432,ARMED ROBBERY,16-Feb-14,CAPTURED,123 N BOND,BALTIMORE,MD,123 N BOND BALTIMORE MD ,39.293017,-76.5956867
147B05422,SHOOTING,14-Feb-14,CAPTURED,1034 N. MOUNT ST.,BALTIMORE,MD,1034 N. MOUNT ST. BALTIMORE MD ,39.3006606,-76.6448463
146B05477,ARSON,14-Feb-14,CAPTURED,110 W. NORTH AVENUE,BALTIMORE,MD,110 W. NORTH AVENUE BALTIMORE MD ,39.3116652,-76.6186373
146B05477,ARSON,14-Feb-14,CAPTURED,110 W. NORTH AVENUE,BALTIMORE,MD,110 W. NORTH AVENUE BALTIMORE MD ,39.3116652,-76.6186373
145B04578,HOMICIDE,11-Feb-14,CAPTURED,36 STONECROFT ROAD,BALTIMORE,MD,36 STONECROFT ROAD BALTIMORE MD ,39.2817884,-76.7096791
145B04578,HOMICIDE,11-Feb-14,CAPTURED,600 MCKEWIN AVE,BALTIMORE,MD,600 MCKEWIN AVE BALTIMORE MD ,39.3331429,-76.6072207
146B01422,HOMICIDE,8-Feb-14,CAPTURED,4104 PENHURST AVE,BALTIMORE,MD,4104 PENHURST AVE BALTIMORE MD ,39.3389227,-76.687738
149B02166,RAPE,6-Feb-14,CAPTURED,3908 8TH STREET,BALTIMORE,MD,3908 8TH STREET BALTIMORE MD ,39.232228,-76.601611
144B02038,OTHER,5-Feb-14,CAPTURED,3200 BELAIR ROAD,BALTIMORE,MD,3200 BELAIR ROAD BALTIMORE MD ,39.3210516,-76.5745514
149B01285,UNARMED ROBBERY,4-Feb-14,CAPTURED,2131 BRADDISH AVE,BALTIMORE,MD,2131 BRADDISH AVE BALTIMORE MD ,39.3122679,-76.6611029
144B01164,ARMED ROBBERY,3-Feb-14,CAPTURED,2239 AISQUITH STREET,BALTIMORE,MD,2239 AISQUITH STREET BALTIMORE MD ,39.3150769,-76.6001535
144A12641,AGGRAVATED ASSAULT,31-Jan-14,CAPTURED,1500 HAVENWOOD AVE,BALTIMORE,MD,1500 HAVENWOOD AVE BALTIMORE MD ,39.3409905,-76.5928252
148A12333,HOMICIDE,30-Jan-14,CAPTURED,500 NORMANDY AVE,BALTIMORE,MD,500 NORMANDY AVE BALTIMORE MD ,39.292615,-76.6817732
147A12301,SHOOTING,30-Jan-14,CAPTURED,428 RANDOM RD,BALTIMORE,MD,428 RANDOM RD BALTIMORE MD ,39.2801287,-76.7000228
142A12137,OTHER,30-Jan-14,CAPTURED,5909 CHINQUAPIN PKWAY,BALTIMORE,MD,5909 CHINQUAPIN PKWAY BALTIMORE MD ,39.3639934,-76.5966242
141A12186,ARMED ROBBERY,30-Jan-14,CAPTURED,1929 W. NORTH AVE APT 1B,BALTIMORE,MD,1929 W. NORTH AVE APT 1B BALTIMORE MD ,39.3095365,-76.6491339
145A12024,ARMED ROBBERY,30-Jan-14,CAPTURED,2500 GREENMOUNT AVE,BALTIMORE,MD,2500 GREENMOUNT AVE BALTIMORE MD ,39.3183635,-76.6100301
143A11540,ARMED ROBBERY,28-Jan-14,CAPTURED,400 PITMAN PLACE,BALTIMORE,MD,400 PITMAN PLACE BALTIMORE MD ,39.3085629,-76.6106135
142A09844,HOME INVASION,27-Jan-14,CAPTURED,527 N. CURLEY ST.,BALTIMORE,MD,527 N. CURLEY ST. BALTIMORE MD ,39.2975457,-76.5756484
145A11056,HOMICIDE,27-Jan-14,CAPTURED,12 BOHN CT.,BALTIMORE,MD,12 BOHN CT. BALTIMORE MD ,39.3473107,-76.484875
145A11056,HOMICIDE,27-Jan-14,CAPTURED,452 E. 28TH STREET,BALTIMORE,MD,452 E. 28TH STREET BALTIMORE MD ,39.3223874,-76.6096142
147A10987,ARMED ROBBERY,27-Jan-14,CAPTURED,2415 W. LEXINGTON ST.,BALTIMORE,MD,2415 W. LEXINGTON ST. BALTIMORE MD ,39.2900934,-76.6550302
146A10093,DOMESTIC VIOLENCE,25-Jan-14,CAPTURED,400 SARATOGA ST,BALTIMORE,MD,400 SARATOGA ST BALTIMORE MD ,39.2929402,-76.6215005
147A09897,HOMICIDE,25-Jan-14,CAPTURED,1401 EDMONDSON AVE,BALTIMORE,MD,1401 EDMONDSON AVE BALTIMORE MD ,39.2951634,-76.6404038
147A09897,HOMICIDE,25-Jan-14,CAPTURED,501 N. CALHOUN STREET,BALTIMORE,MD,501 N. CALHOUN STREET BALTIMORE MD ,39.2942331,-76.6397155
142A09844,HOME INVASION,24-Jan-14,CAPTURED,2800 HILLEN RD,BALTIMORE,MD,2800 HILLEN RD BALTIMORE MD ,39.3229155,-76.5889235
142A09412,OTHER,23-Jan-14,CAPTURED,400 N. BRADFORD ST,BALTIMORE,MD,400 N. BRADFORD ST BALTIMORE MD ,39.2958826,-76.5843729
144A09323,UNARMED ROBBERY,23-Jan-14,CAPTURED,5401 MAYVIEW AVE,BALTIMORE,MD,5401 MAYVIEW AVE BALTIMORE MD ,39.3330338,-76.5454459
145A00918,ARMED ROBBERY,23-Jan-14,CAPTURED,222 MONISTARY RD..,BALTIMORE,MD,222 MONISTARY RD.. BALTIMORE MD ,39.2837192,-76.6813234
144A08874,ARMED ROBBERY,22-Jan-14,CAPTURED,200 CHERRY HILL RD,BALTIMORE,MD,200 CHERRY HILL RD BALTIMORE MD ,39.2519365,-76.6184384
144A08323,SHOOTING,20-Jan-14,CAPTURED,2400 SINCLAIR LANE,BALTIMORE,MD,2400 SINCLAIR LANE BALTIMORE MD ,39.3144565,-76.5849511
148A08331,SEX OFFENSE,18-Jan-14,CAPTURED,5371 CARRIAGE CT APT A,BALTIMORE,MD,5371 CARRIAGE CT APT A BALTIMORE MD ,39.2816804,-76.7073048
144A07165,SHOOTING,17-Jan-14,CAPTURED,8108 RITCHIE HWAY,BALTIMORE,MD,8108 RITCHIE HWAY BALTIMORE MD ,39.1244116,-76.5891936
144A07165,SHOOTING,17-Jan-14,CAPTURED,5022 BELAIR RD,BALTIMORE,MD,5022 BELAIR RD BALTIMORE MD ,39.3362332,-76.5547529
145A06776,HOMICIDE,17-Jan-14,CAPTURED,703 SPRINGFIELD,BALTIMORE,MD,703 SPRINGFIELD BALTIMORE MD ,39.3407196,-76.6062612
149A00673,DOMESTIC VIOLENCE,16-Jan-14,CAPTURED,704 PORT ST.,BALTIMORE,MD,704 PORT ST. BALTIMORE MD ,39.2836141,-76.5822304
143A06230,UNARMED ROBBERY,15-Jan-14,CAPTURED,256 HERRING CT.,BALTIMORE,MD,256 HERRING CT. BALTIMORE MD ,39.2882774,-76.5953928
145A06104,UNARMED ROBBERY,15-Jan-14,CAPTURED,"4014 PENHURST AVE, APT 2A",BALTIMORE,MD,"4014 PENHURST AVE, APT 2A BALTIMORE MD ",39.33893,-76.6866054
147A05734,ARMED ROBBERY,14-Jan-14,CAPTURED,117 S. STRICKER STREET,BALTIMORE,MD,117 S. STRICKER STREET BALTIMORE MD ,39.2856402,-76.6406507
147A05135,SHOOTING,13-Jan-14,CAPTURED,3418 BELAIR RD,BALTIMORE,MD,3418 BELAIR RD BALTIMORE MD ,39.3230341,-76.5721333
136A03705,CARJACKING,10-Jan-14,CAPTURED,600 WASHINGTON BLVD,BALTIMORE,MD,600 WASHINGTON BLVD BALTIMORE MD ,39.2850209,-76.6234742
144A03583,UNARMED ROBBERY,9-Jan-14,CAPTURED,1803 N. WARWICK,BALTIMORE,MD,1803 N. WARWICK BALTIMORE MD ,39.3086336,-76.6569423
144A03580,ARMED ROBBERY,9-Jan-14,CAPTURED,2929 EDISON HWY,BALTIMORE,MD,2929 EDISON HWY BALTIMORE MD ,39.3181535,-76.5722222
149A03072,ARMED ROBBERY,8-Jan-14,CAPTURED,2618 OR 2620 HURON ST,BALTIMORE,MD,2618 OR 2620 HURON ST BALTIMORE MD ,39.2609615,-76.6454759
145A03016,ARMED ROBBERY,8-Jan-14,CAPTURED,5506 MIDWOOD AVENUE,BALTIMORE,MD,5506 MIDWOOD AVENUE BALTIMORE MD ,39.3557438,-76.6018718
146A02693,SHOOTING,8-Jan-14,CAPTURED,1116 N. MONROE,BALTIMORE,MD,1116 N. MONROE BALTIMORE MD ,39.3013156,-76.6479098
146A02693,SHOOTING,8-Jan-14,CAPTURED,2222 GOUGH ST.,BALTIMORE,MD,2222 GOUGH ST. BALTIMORE MD ,39.288187,-76.5852253
145A02198,HOMICIDE,6-Jan-14,CAPTURED,4000 GREENSPRING AVE,BALTIMORE,MD,4000 GREENSPRING AVE BALTIMORE MD ,39.3365839,-76.6566164
146A02122,HOMICIDE,6-Jan-14,CAPTURED,5200 WABASH,BALTIMORE,MD,5200 WABASH BALTIMORE MD ,39.3420142,-76.6865965
146A02122,HOMICIDE,6-Jan-14,CAPTURED,10620 KIMBERLY ANN CT.,BALTIMORE,MD,10620 KIMBERLY ANN CT. BALTIMORE MD ,39.3771412,-76.8466383
144A01872,ARMED ROBBERY,5-Jan-14,CAPTURED,4622 REISTERSTOWN RD,BALTIMORE,MD,4622 REISTERSTOWN RD BALTIMORE MD ,39.3403401,-76.6722379
144A01833,ARMED ROBBERY,5-Jan-14,CAPTURED,1620 EDISON HWY,BALTIMORE,MD,1620 EDISON HWY BALTIMORE MD ,39.3100032,-76.5734253
148A01746,SHOOTING,5-Jan-14,CAPTURED,619 N. AUGUSTA AVE,BALTIMORE,MD,619 N. AUGUSTA AVE BALTIMORE MD ,39.2946758,-76.6847786
144A00773,HOMICIDE,2-Jan-14,CAPTURED,6661 BEL AIR RD.,BALTIMORE,MD,6661 BEL AIR RD. BALTIMORE MD ,39.3551986,-76.5297881
142A00261,RAPE,1-Jan-14,CAPTURED,2414 W. BALTIMORE ST,BALTIMORE,MD,2414 W. BALTIMORE ST BALTIMORE MD ,39.287945,-76.654886
135L12649,AGGRAVATED ASSAULT,31-Dec-13,CAPTURED,201 S. CHARLES ST,BALTIMORE,MD,201 S. CHARLES ST BALTIMORE MD ,39.2859368,-76.614826
135L12888,ARMED ROBBERY,31-Dec-13,CAPTURED,1535 WOODYEAR,BALTIMORE,MD,1535 WOODYEAR BALTIMORE MD ,39.306836,-76.6409892
137L12484,SHOOTING,30-Dec-13,CAPTURED,3400 E. MONUMENT ST,BALTIMORE,MD,3400 E. MONUMENT ST BALTIMORE MD ,39.2994828,-76.5698483
134L12055,ARMED ROBBERY,29-Dec-13,CAPTURED,11650 CROSSROADS CIRCLE,BALTIMORE,MD,11650 CROSSROADS CIRCLE BALTIMORE MD ,39.3546534,-76.4039691
132L11956,SHOOTING,29-Dec-13,CAPTURED,200 N. BETHEL ST.,BALTIMORE,MD,200 N. BETHEL ST. BALTIMORE MD ,39.2936074,-76.5953546
139L11303,AGGRAVATED ASSAULT,27-Dec-13,CAPTURED,1251 LIGHT STREET,BALTIMORE,MD,1251 LIGHT STREET BALTIMORE MD ,39.2749405,-76.6117588
134L10741,SHOOTING,26-Dec-13,CAPTURED,1923 N. FOREST PARK AVE,BALTIMORE,MD,1923 N. FOREST PARK AVE BALTIMORE MD ,39.3087261,-76.7081708
132L10737,UNARMED ROBBERY,26-Dec-13,CAPTURED,7846 EASTERN AVENUE,BALTIMORE,MD,7846 EASTERN AVENUE BALTIMORE MD ,39.2953834,-76.5115953
138L10539,AGGRAVATED ASSAULT,25-Dec-13,CAPTURED,401 W. MULBERRY STREET,BALTIMORE,MD,401 W. MULBERRY STREET BALTIMORE MD ,39.2937642,-76.6212715
138L10078,BURGLARY,24-Dec-13,CAPTURED,1100 FREDRICK RD,BALTIMORE,MD,1100 FREDRICK RD BALTIMORE MD ,39.2704598,-76.7400742
136L08670,SHOOTING,21-Dec-13,CAPTURED,1120 COOKS LANE,BALTIMORE,MD,1120 COOKS LANE BALTIMORE MD ,39.2985387,-76.7105101
136L07634,ARMED ROBBERY,18-Dec-13,CAPTURED,3103 CHELSEA TERRACE,BALTIMORE,MD,3103 CHELSEA TERRACE BALTIMORE MD ,39.3233265,-76.6827916
135L07603,HOMICIDE,18-Dec-13,CAPTURED,728 E. 21ST. ST.,BALTIMORE,MD,728 E. 21ST. ST. BALTIMORE MD ,39.3138262,-76.6075815
131L07598,AGGRAVATED ASSAULT,18-Dec-13,CAPTURED,6811 STURBRIDGE DR APT B,BALTIMORE,MD,6811 STURBRIDGE DR APT B BALTIMORE MD ,39.3687742,-76.5623551
132L06276,HOMICIDE,15-Dec-13,CAPTURED,700 WASHINGTON BLVD.,BALTIMORE,MD,700 WASHINGTON BLVD. BALTIMORE MD ,39.283407,-76.6271698
135L05954,ARMED ROBBERY,14-Dec-13,CAPTURED,2810 GUILFORD AVENUE APT 2,BALTIMORE,MD,2810 GUILFORD AVENUE APT 2 BALTIMORE MD ,39.3224051,-76.6133914
137L05940,ARMED ROBBERY,14-Dec-13,CAPTURED,2216 BOOTH ST,BALTIMORE,MD,2216 BOOTH ST BALTIMORE MD ,39.2875045,-76.6522385
136L11800,SHOOTING,13-Dec-13,CAPTURED,2430 ASHLAND AVENUE,BALTIMORE,MD,2430 ASHLAND AVENUE BALTIMORE MD ,39.3011123,-76.5828782
136L03377,OTHER,12-Dec-13,CAPTURED,3615 LIBERTY HEIGHTS AVE,BALTIMORE,MD,3615 LIBERTY HEIGHTS AVE BALTIMORE MD ,39.3255894,-76.6772849
134E08248,DOMESTIC VIOLENCE,11-Dec-13,CAPTURED,2700 N CHARLES STREET,BALTIMORE,MD,2700 N CHARLES STREET BALTIMORE MD ,39.3212705,-76.6176239
132L04160,SHOOTING,10-Dec-13,CAPTURED,302 W. MAIN ST,BALTIMORE,MD,302 W. MAIN ST BALTIMORE MD ,39.2903848,-76.6121893
134L03933,ARMED ROBBERY,9-Dec-13,CAPTURED,2929 EDISON HWY,BALTIMORE,MD,2929 EDISON HWY BALTIMORE MD ,39.3181535,-76.5722222
139L03969,HOME INVASION,9-Dec-13,CAPTURED,1010 SHELLBANKS RD APT A3,BALTIMORE,MD,1010 SHELLBANKS RD APT A3 BALTIMORE MD ,39.2498294,-76.6298568
133L03773,ARMED ROBBERY,9-Dec-13,CAPTURED,5914 GLENOAK,BALTIMORE,MD,5914 GLENOAK BALTIMORE MD ,39.353154,-76.5523419
139L03602,ARMED ROBBERY,8-Dec-13,CAPTURED,150 W. HAMBURG ST,BALTIMORE,MD,150 W. HAMBURG ST BALTIMORE MD ,39.278142,-76.6174974
136L03497,ARMED ROBBERY,8-Dec-13,CAPTURED,1518 N. PAYSON ST,BALTIMORE,MD,1518 N. PAYSON ST BALTIMORE MD ,39.3057497,-76.6498945
136L02329,ARMED ROBBERY,5-Dec-13,CAPTURED,3916 WALBASH AVE APT. 2A,BALTIMORE,MD,3916 WALBASH AVE APT. 2A BALTIMORE MD ,39.3303871,-76.6662372
136L02329,ARMED ROBBERY,5-Dec-13,CAPTURED,2202 WHITTIER AVE APT # 1,BALTIMORE,MD,2202 WHITTIER AVE APT # 1 BALTIMORE MD ,39.3159877,-76.6487761
138L01811,SHOOTING,4-Dec-13,CAPTURED,2956 PRESSTMAN ST,BALTIMORE,MD,2956 PRESSTMAN ST BALTIMORE MD ,39.3047409,-76.6671482
136L01256,ARMED ROBBERY,3-Dec-13,CAPTURED,2334 MONDAWIN,BALTIMORE,MD,2334 MONDAWIN BALTIMORE MD ,39.3118406,-76.6514314
139K13336,HOMICIDE,30-Nov-13,CAPTURED,1800 RIGGS STREET,BALTIMORE,MD,1800 RIGGS STREET BALTIMORE MD ,39.3011169,-76.6465125
132K11258,ARMED ROBBERY,25-Nov-13,CAPTURED,3608 E. LOMBARD ST,BALTIMORE,MD,3608 E. LOMBARD ST BALTIMORE MD ,39.2915633,-76.5671443
132K11219,UNARMED ROBBERY,25-Nov-13,CAPTURED,6444 O'DONNELL ST,BALTIMORE,MD,6444 O'DONNELL ST BALTIMORE MD ,39.2819126,-76.5371385
134K10480,ARMED ROBBERY,23-Nov-13,CAPTURED,518 E. 43RD STREET,BALTIMORE,MD,518 E. 43RD STREET BALTIMORE MD ,39.3412248,-76.6085899
134K10780,ARMED ROBBERY,23-Nov-13,CAPTURED,4700 SCHLEY RD,BALTIMORE,MD,4700 SCHLEY RD BALTIMORE MD ,39.3359458,-76.5615621
